genes	logFC_TgvDMSO_6h_QGP1	logCPM_TgvDMSO_6h_QGP1	F_TgvDMSO_6h_QGP1	PValue_TgvDMSO_6h_QGP1	FDR_TgvDMSO_6h_QGP1	logFC_TgvDMSO_24h_QGP1	logCPM_TgvDMSO_24h_QGP1	F_TgvDMSO_24h_QGP1	PValue_TgvDMSO_24h_QGP1	FDR_TgvDMSO_24h_QGP1	logFC_Tg_24hv6h_QGP1	logCPM_Tg_24hv6h_QGP1	F_Tg_24hv6h_QGP1	PValue_Tg_24hv6h_QGP1	FDR_Tg_24hv6h_QGP1
ZNF606	-0.371374092975899	3.77793722797122	2.0528494077196	0.18064816859646	0.369527493956534	-0.169495787518517	3.77793722797122	0.4447570237184	0.519038728143514	0.676560724651825	0.201878305457382	3.77793722797122	0.607303653467237	0.452793426355027	0.687683928438014
SNORD114-10	0.835508517221312	-0.600157297164715	2.05341511893646	0.18089444793333	0.369978593253163	0.184778874899845	-0.600157297164715	0.0928783775410244	0.766490941648402	0.862967092902778	-0.650729642321467	-0.600157297164715	1.29147411529762	0.28099077846379	0.544631915637677
SLC45A3	-0.669163858036352	2.83792140198637	2.04888086533098	0.181043316754247	0.370230361351104	1.06621031333688	2.83792140198637	6.26066986360961	0.0300566201964349	0.0978679523440578	1.73537417137324	2.83792140198637	14.5010375618025	0.00308171924717548	0.0508289078127703
TARDBP	-0.212467143784551	7.33149048129862	2.04757672567595	0.181160873627059	0.370415642979073	-0.629319264177104	7.33149048129862	17.8454964594156	0.00153445858778431	0.012440198686292	-0.416852120392553	7.33149048129862	7.8440965285032	0.0177632991774339	0.127657606794905
ELOC	0.377642071522437	4.96504555310567	2.0473291035692	0.181185488181397	0.370415642979073	0.141240045118377	4.96504555310567	0.2878595387527	0.602634242718441	0.741663970778131	-0.23640202640406	4.96504555310567	0.806627806974932	0.388993926117908	0.638511914939207
MRPL21	0.396936892271623	4.69565546584405	2.04646507875791	0.181270262137538	0.370518620719372	0.322786928146534	4.69565546584405	1.36308821731146	0.268504951431543	0.441655742856538	-0.0741499641250897	4.69565546584405	0.0722421819346908	0.793240642119808	0.905939529769914
BCL2L11	0.263434692292477	5.71769855943383	2.04599922835368	0.181315231263529	0.370518620719372	-0.00469128694174598	5.71769855943383	0.000651183302000583	0.980113922152293	0.98975935650498	-0.268125979234223	5.71769855943383	2.12171131546293	0.174096916021723	0.423695797995608
IGFN1	0.566855784172103	3.02417854890389	2.04567676510842	0.181352105704808	0.370518620719372	1.16437787546719	3.02417854890389	9.22903330981837	0.0116989172774797	0.0510864398111323	0.597522091295084	3.02417854890389	2.47724344852226	0.144756670841064	0.38343792558273
PALD1	-0.58984881647913	2.62095812956921	2.04559740146906	0.181363535672351	0.370518620719372	0.4682154455644	2.62095812956921	1.47658449346641	0.250598148653898	0.420915819427324	1.05806426204353	2.62095812956921	6.77834908538922	0.0251501664070856	0.153226162257927
TCERG1L	-0.782590108827046	0.0878858784146433	2.04847734191587	0.181370519008938	0.370518620719372	-0.635266162030167	0.0878858784146433	1.54273318788757	0.2411716952832	0.410506229198869	0.147323946796879	0.0878858784146433	0.0622594937476654	0.807761515199044	0.913005659114828
SOCS4	0.332798818173377	6.47853807589721	2.04497528365529	0.181415474562565	0.370518620719372	0.025202098232929	6.47853807589721	0.0117688280091084	0.915630619052231	0.955538970892369	-0.307596719940448	6.47853807589721	1.75137019914968	0.213440725947487	0.471446720320049
LNPEP	0.238698573125138	6.05127224209923	2.04496594958923	0.181416398311295	0.370518620719372	-0.223485051556308	6.05127224209923	1.79172566974869	0.208619037480413	0.372069657659045	-0.462183624681447	6.05127224209923	7.63956055887474	0.0189525912430355	0.131532814394903
LOC101928120	-0.687526360850215	-0.271828950995849	2.04603140603662	0.181594790695516	0.370830243515534	-0.224383982395872	-0.271828950995849	0.268770131421078	0.614874772774657	0.751068124101168	0.463142378454343	-0.271828950995849	0.873719356867195	0.370863651943311	0.624146805748418
CHMP5	0.389370047853492	6.25284452265852	2.04114157223638	0.181791519656862	0.371158226298553	0.164071835802858	6.25284452265852	0.364161620047738	0.558850637826128	0.70804999818132	-0.225298212050634	6.25284452265852	0.687340523018301	0.425281396098181	0.666623577680813
DNPEP	0.33717460724321	4.9489535540065	2.04098861887239	0.18180707493129	0.371158226298553	1.08705917288462	4.9489535540065	21.3547723818661	0.000806674954027014	0.00792660218163617	0.749884565641409	4.9489535540065	10.2710267796872	0.00872698405162294	0.0871821241539721
DENND6A	-0.265026901135175	5.5161802219733	2.04047667753061	0.181856873068666	0.371207138179092	-0.734129991826044	5.5161802219733	15.5342520139586	0.00245839008634675	0.0171609484841873	-0.46910309069087	5.5161802219733	6.31297502194979	0.0295043781128508	0.167846394407495
TP53BP1	0.234659043285599	8.77019231502781	2.03894283277648	0.182007631888776	0.371462088324217	-0.170005232395205	8.77019231502781	1.07075359125508	0.323724907135046	0.500606244984077	-0.404664275680804	8.77019231502781	6.050516305592	0.0323668355795041	0.174670815209649
SLC23A3	0.390264404836663	1.1595631589341	2.03932523329068	0.182034838653444	0.371464842627185	0.921890054627879	1.1595631589341	13.1755728102785	0.0041904930390789	0.0250700752951474	0.531625649791217	1.1595631589341	4.39161318760361	0.0609560176246231	0.243045836579333
TTC39A-AS1	-0.517945444813374	0.694616547180311	2.03890226339438	0.182132890438396	0.371608796227399	-0.340329338085332	0.694616547180311	0.981760490252182	0.343858771868393	0.521586113488517	0.177616106728041	0.694616547180311	0.225966487281388	0.644181980341933	0.822103503351855
FBXO45	0.247585959157194	5.52227964073839	2.03688610512947	0.182210148554517	0.371608796227399	0.240621112023836	5.52227964073839	1.93850274752378	0.192248843616401	0.351424721643112	-0.00696484713335861	5.52227964073839	0.00162336840165735	0.9686072702613	0.988071578823676
CENPT	-0.455425058096306	4.56927824377567	2.03687973959959	0.182211641887706	0.371608796227399	0.17103654248539	4.56927824377567	0.297733005796968	0.596562766798513	0.737027497482022	0.626461600581696	4.56927824377567	3.85515483824578	0.0762596520345604	0.271107686495544
PLA2G12A	0.196127711193951	7.29413919841657	2.03643838086522	0.182254222930908	0.371608796227399	0.971182729984658	7.29413919841657	49.3856758040351	2.60866745432482e-05	0.000790635372338192	0.775055018790707	7.29413919841657	31.6311360503305	0.000175104869975094	0.0104814856752591
MPHOSPH8	0.640873864514178	7.26040894859468	2.03643705465863	0.182254352650744	0.371608796227399	-0.0238449499043155	7.26040894859468	0.0028392677270002	0.958492413098924	0.97817020718755	-0.664718814418494	7.26040894859468	2.19320553754206	0.167619260341047	0.416510674395834
LPAR2	-0.596465096304223	1.88432481877503	2.03657841091221	0.182260585982059	0.371608796227399	0.0581899423294754	1.88432481877503	0.0222935232739644	0.884103682021666	0.937609910084075	0.654655038633698	1.88432481877503	2.44289769754512	0.147315160594998	0.386833125429793
HAUS4	-0.395759527339755	2.94143645771239	2.03612373772162	0.182289888620298	0.371615799619583	-0.722775342112361	2.94143645771239	6.79399480737003	0.0250147662115377	0.0858485741507288	-0.327015814772606	2.94143645771239	1.3171473838108	0.276262740374501	0.540577446094655
LIX1L	0.231552324887948	5.51861855897501	2.03564713945074	0.182332258654645	0.371649436412121	0.217657545536272	5.51861855897501	1.81035660374077	0.206441702289029	0.369194758506683	-0.0138947793516763	5.51861855897501	0.00737767072489791	0.933146380762104	0.973535287293274
LOC283140	-0.465841822250096	2.48631211932822	2.03517624615931	0.182387333800899	0.371708956927751	-0.0241342056322695	2.48631211932822	0.00598649222687201	0.939763688971381	0.96748841174468	0.441707616617827	2.48631211932822	1.8375130242313	0.203329938969575	0.460078422308538
PAF1	0.460501567566106	6.51868905853238	2.03295611309651	0.182597814768389	0.372085135739386	-0.30030789986004	6.51868905853238	0.864682066121659	0.373051224300883	0.548216365905842	-0.760809467426146	6.51868905853238	5.50857582896821	0.0394197396821597	0.191902399279534
LOC220729	-0.341884360432866	3.10300355240043	2.03241883867751	0.182654921270167	0.372148716347641	-0.650456596932631	3.10300355240043	7.41047946743568	0.0204027556757317	0.0743380997659563	-0.308572236499766	3.10300355240043	1.59609780097397	0.233445669385295	0.494106296362033
PUS10	-0.339880114585273	2.30240712874292	2.03209461785505	0.182693172783722	0.372152811808948	-0.00871058962249517	2.30240712874292	0.00144160386435453	0.970416184147313	0.984438208363931	0.331169524962778	2.30240712874292	1.94613351796903	0.191454826203148	0.446210258474111
MBD3	-0.502007862118518	4.83911881098434	2.03183900418151	0.182708741590457	0.372152811808948	-0.315710575296642	4.83911881098434	0.817561624359828	0.385912390853115	0.560349861373392	0.186297286821877	4.83911881098434	0.278755886256168	0.60835435835564	0.799087383390063
FOXN2	-0.371265804670749	6.05655065569874	2.03032396300474	0.182858093364883	0.372404220198457	-0.711719206418864	6.05655065569874	7.42610136658101	0.0202974919729555	0.0741026098306172	-0.340453401748116	6.05655065569874	1.69755101810467	0.220104362108305	0.479010489676739
TP53BP2	-0.370919777422576	6.89031730247983	2.02984037320356	0.182905947661572	0.372448879391374	-0.759465694773184	6.89031730247983	8.44876299408866	0.014737210248442	0.0602327895380657	-0.388545917350608	6.89031730247983	2.21894268884813	0.165363812960163	0.41315070208447
TMEM51	-0.290816122606069	3.09917298074287	2.02929079858138	0.182964127618426	0.372514548946471	-0.28446717004066	3.09917298074287	2.00156180290662	0.185737616992832	0.344031279747167	0.0063489525654091	3.09917298074287	0.000951995071900103	0.975956943061731	0.990788957538968
DLGAP1-AS1	0.32742746095299	4.63303867749151	2.02684884452018	0.183203137498066	0.37291104524407	0.951513823796769	4.63303867749151	17.393173184222	0.00167729097229877	0.013138474431867	0.624086362843779	4.63303867749151	7.56374752232106	0.0194180022480279	0.133041095016272
NICN1	-0.45220658414517	2.62631234197895	2.02683852663164	0.183210786393752	0.37291104524407	0.00678585391513259	2.62631234197895	0.000494656166846395	0.982667589634585	0.991448809936497	0.458992438060303	2.62631234197895	2.09301145685956	0.176795747148916	0.426952771642669
SEZ6	-0.374112878122209	4.59500482632514	2.02606318031201	0.18328118765668	0.37297017903465	-0.30586458190809	4.59500482632514	1.3791886910768	0.265858757718684	0.438750937781346	0.0682482962141182	4.59500482632514	0.0670347388793755	0.800645396971766	0.909254685604457
QSOX2	-0.236184281784641	5.88394363658978	2.0259490432507	0.183291762772145	0.37297017903465	0.0569517654380905	5.88394363658978	0.119058427431398	0.736783215110714	0.84190071870167	0.293136047222731	5.88394363658978	3.1230602589641	0.105821400754835	0.324779433060437
ECH1	0.347461831617014	6.95652253963654	2.02564260245246	0.183322166299074	0.37297921555764	0.421041745288569	6.95652253963654	2.97793494619373	0.113290761120933	0.244963135801223	0.0735799136715551	6.95652253963654	0.0912515061339328	0.768415581796919	0.891872229670305
UBTD2	0.239149847389336	5.14720283581011	2.02519409073288	0.183366983599066	0.373017570997477	0.0653083736698839	5.14720283581011	0.152113810017243	0.704218777464737	0.818560999786681	-0.173841473719453	5.14720283581011	1.07429614989414	0.322962901655727	0.581530155367091
GPR158	-0.300750071892699	5.14501261620923	2.02333918445237	0.1835513570543	0.373339769990383	-0.429558526367883	5.14501261620923	4.15804138800248	0.0670676687633384	0.17016851456272	-0.128808454475184	5.14501261620923	0.369213630721354	0.556181463626838	0.764676323711662
TFB1M	-0.295874461615377	3.25004450947115	2.02126570164793	0.183761034731321	0.373713338752854	0.262276036044051	3.25004450947115	1.69420503175374	0.220531150536692	0.386312706817475	0.558150497659428	3.25004450947115	7.31296207697305	0.0210590322135108	0.138768795267648
CSAG3	-0.647354491461746	-0.802941106139978	2.02033381401494	0.183807952375831	0.373743096265108	-0.856278231889723	-0.802941106139978	3.67516394879932	0.082418888043065	0.196389077065296	-0.208923740427977	-0.802941106139978	0.165573691779377	0.692130505338142	0.849986907136924
DCST2	-0.591130082420206	0.0238955346610198	2.02325907281665	0.183827698608468	0.373743096265108	0.220925222872507	0.0238955346610198	0.376195349769051	0.552655488257371	0.703353007114227	0.812055305292713	0.0238955346610198	4.00773371159896	0.0717035479442903	0.263594474625344
LINC00863	-0.612153607485074	1.50709324441186	2.02053552938161	0.183862581025693	0.373761120562488	-0.258527069051742	1.50709324441186	0.404321784843415	0.538319292727837	0.691849611677232	0.353626538433332	1.50709324441186	0.64182721858	0.440596059360061	0.678668648048778
MIS18BP1	-0.454916826696967	6.04070687357457	2.0181540853007	0.184067763510843	0.374125281635084	-1.07880750043356	6.04070687357457	11.1494041115757	0.00690333115758239	0.0360237033817031	-0.62389067373659	6.04070687357457	3.74474380268412	0.0799917602745609	0.278102079894349
CENPB	-0.312300185224661	6.31861549970009	2.01768882201934	0.184114206057573	0.374128069047595	-0.339750166651749	6.31861549970009	2.39686676506558	0.150793387189083	0.300165969288952	-0.0274499814270875	6.31861549970009	0.0155674776537964	0.90303223013331	0.96053317178255
ZNF845	-0.434250864239772	4.63761945235464	2.01762617507156	0.184121220114611	0.374128069047595	-0.178814901852696	4.63761945235464	0.352011406245014	0.565377209180549	0.713413174096422	0.255435962387076	4.63761945235464	0.699399781705974	0.421373536318011	0.66361019762602
ALKBH1	0.338316874659809	3.51596496023133	2.01599628554061	0.184285738319643	0.374409406972138	0.484301229920586	3.51596496023133	4.2412236474207	0.0647877026463804	0.165940702930923	0.145984355260776	3.51596496023133	0.385507933289581	0.547742928755815	0.759894030320929
ERMAP	-0.291497329529423	3.27773986447764	2.013303241769	0.184556091662818	0.374905657922517	-0.0570480551085831	3.27773986447764	0.0803469094892794	0.782268460401026	0.872859705019118	0.234449274420839	3.27773986447764	1.30503703811437	0.278357321066529	0.54192726310364
DDI2	0.297967653444693	3.46021553714385	2.01294019611997	0.184591811476855	0.374925203404001	-0.0739093613599362	3.46021553714385	0.124275928965475	0.731327735010605	0.838086649741732	-0.37187701480463	3.46021553714385	3.13956257720145	0.105014260101274	0.323463735123263
MFSD14C	-0.354626384319401	2.29608055899578	2.01229938230015	0.184663848870985	0.374999303395613	0.0554654553714848	2.29608055899578	0.0539095311044251	0.820802402312304	0.899241895217881	0.410091839690886	2.29608055899578	2.7090549054727	0.128980176767561	0.362481753435813
GALNT6	-0.866069103909931	-0.662252229454533	2.01060310226713	0.184704723974	0.374999303395613	-0.392829771644319	-0.662252229454533	0.51539126898633	0.488215561750033	0.651649610712717	0.473239332265612	-0.662252229454533	0.541911671878456	0.477493566039441	0.708497476732349
LMCD1-AS1	-0.411867767273175	1.25990397079348	2.01223264495279	0.18470660384431	0.374999303395613	-0.0744315776691598	1.25990397079348	0.0743640528745403	0.790314579877393	0.878698185474702	0.337436189604015	1.25990397079348	1.33516887415878	0.273221297886983	0.537463667731672
CEP85L	0.367031144202697	3.48399343947173	2.01095016724455	0.184791327021771	0.375118299278616	0.0291014308000285	3.48399343947173	0.0127760232095055	0.912110784344356	0.953736336552225	-0.337929713402669	3.48399343947173	1.7178890110446	0.217556563798997	0.476145276589945
ZNF561-AS1	-0.326091289277032	3.2846951689983	2.01051841385579	0.184835372038513	0.375154698319479	-0.268358094360453	3.2846951689983	1.39965995323538	0.26254799714968	0.434814999039662	0.0577331949165792	3.2846951689983	0.062261619207446	0.807709150011135	0.913005659114828
FOXO4	0.303873416419256	4.16142183845369	2.00970780966639	0.184914984685739	0.375263267409991	0.823922339317424	4.16142183845369	15.1143854825215	0.00269125479790054	0.0182974758289821	0.520048922898169	4.16142183845369	6.07293311004076	0.0321107373222855	0.174188521695385
IMMP1L	-0.485530357899633	5.22389699376274	2.00824888348829	0.185060292878125	0.375505108402138	-0.522594090455244	5.22389699376274	2.33703165351342	0.155502524634064	0.306188222161865	-0.0370637325556108	5.22389699376274	0.0116393026781094	0.916094221630483	0.966844166726407
ZNF84	-0.374982828015974	5.62491402018116	2.0079440395796	0.185090705782212	0.375513780435991	-0.409177303364877	5.62491402018116	2.41007116616804	0.149778957082727	0.298726155414474	-0.0341944753489029	5.62491402018116	0.0166836515844209	0.899636515679516	0.958624698431385
ELF3-AS1	0.541133004029871	2.25572251528684	2.00639856396319	0.185256351835567	0.37579677357664	0.355344602187048	2.25572251528684	0.87396145469797	0.370603109894871	0.54596444612482	-0.185788401842823	2.25572251528684	0.245847370530194	0.630101353343771	0.813063184877002
MRNIP	-0.336498977415226	3.25395275219011	2.00577588097158	0.185312422613415	0.375857442222832	0.241607731493754	3.25395275219011	1.10093736852374	0.317315551048811	0.494366685431864	0.578106708908981	3.25395275219011	6.00755941963299	0.0328694539395739	0.176194990782059
CHEK1	0.399527625841862	6.15645797217744	2.00540257039213	0.185346464042647	0.375862889787628	-0.671406281555767	6.15645797217744	5.59585801747899	0.0381663228216846	0.115772253728108	-1.07093390739763	6.15645797217744	14.0699741246487	0.00339348304237344	0.0532795381275813
HDAC5	0.485754146374789	5.1518199926818	2.00519807071143	0.185367435204326	0.375862889787628	0.69576305282291	5.1518199926818	4.13548657275415	0.0677034734277194	0.171255025987909	0.210008906448121	5.1518199926818	0.381117842432746	0.549990843819421	0.761208170587892
ATP6V0E2-AS1	-0.492968401137316	2.8143909718985	2.00476695045197	0.185416901200824	0.37586486736018	0.26592631277949	2.8143909718985	0.641575915993154	0.44066708305905	0.609370028787457	0.758894713916807	2.8143909718985	4.82503228507618	0.0511905414321033	0.221368117096961
ATP6V1E2	0.344892684192911	3.82445822060622	2.00468661279724	0.185420737503939	0.37586486736018	0.875296047368258	3.82445822060622	13.3116265755106	0.00404372454918661	0.0244616723111978	0.530403363175347	3.82445822060622	4.94823760190721	0.0487787705746362	0.216067999516208
MPZL1	-0.181712189291443	7.891397161571	2.00396395122762	0.185491434741597	0.375907547869918	-0.00489882427724969	7.891397161571	0.00146058966566946	0.970221861163067	0.984414348794706	0.176813365014194	7.891397161571	1.89799574227343	0.196592400732503	0.452439852820374
NAGA	-0.354139665015894	5.40587635724478	2.00393881234429	0.185494125494212	0.375907547869918	-0.250559562708032	5.40587635724478	1.01354305576001	0.336405442323009	0.514620443447167	0.103580102307862	5.40587635724478	0.171028834873426	0.687412925551432	0.847598840311722
PEAK1	-0.291236420077919	4.72135370135114	2.00331758559872	0.185557179047532	0.375975098877011	-0.0703317728722458	4.72135370135114	0.119428306752384	0.736392145801892	0.841775430654608	0.220904647205673	4.72135370135114	1.15458404127073	0.306358856321351	0.56819796422975
PCDHB13	-0.330826821599233	5.1523159806748	2.00309168377243	0.185579801346017	0.375975098877011	-0.717330636013927	5.1523159806748	9.37350586022305	0.0112196484000091	0.0495897830899815	-0.386503814414694	5.1523159806748	2.70254157103627	0.129382557768226	0.363090021775465
INTS8	-0.248492099556516	5.5400494643298	2.00255861189062	0.185633362889573	0.376030582525608	0.199312026721277	5.5400494643298	1.30944988801789	0.277588355757319	0.451828044279361	0.447804126277794	5.5400494643298	6.52069053619265	0.0274539329005769	0.161065881514608
CYB5A	-0.271353047108831	4.79372152548762	2.00226859606722	0.185663226481256	0.376038053239775	-0.631220280154538	4.79372152548762	10.7861214410074	0.00759637877245803	0.0383179696085436	-0.359867233045708	4.79372152548762	3.46608032663266	0.0904698826624276	0.298299365234894
MRPL15	0.3264731602241	4.43368720151767	2.00183233047312	0.185707364490266	0.376074428850742	0.531194287112959	4.43368720151767	5.38146887329341	0.0413364280361502	0.122415816361025	0.20472112688886	4.43368720151767	0.800335126881096	0.39078506543332	0.640245911263821
PON3	-0.251164436169668	5.40704811080691	2.00152198196071	0.185738039788928	0.376083534828434	-0.52995867431856	5.40704811080691	8.89107746130337	0.0129109767337862	0.0547297408549935	-0.278794238148891	5.40704811080691	2.44535035952484	0.147111163920258	0.386833125429793
ELMO2	-0.222396428554696	5.2598263615541	2.00043557169887	0.185848039689905	0.376253232551462	0.0555710526435599	5.2598263615541	0.126682604536213	0.728854202498747	0.836319446732987	0.277967481198256	5.2598263615541	3.13101658702774	0.105430356428453	0.324117663672958
GPRIN1	-0.410405852775135	6.05458015294822	2.0001580243164	0.185875747405693	0.376256303681864	-0.320056950606349	6.05458015294822	1.22490532019641	0.292798063574993	0.468516037126124	0.0903489021687852	6.05458015294822	0.0968864855586569	0.761612722981802	0.88859972211131
IGFBP6	-0.780458369744505	0.730623598039096	2.00133765545592	0.185908426257531	0.376269435279754	0.113909485125451	0.730623598039096	0.0557742639322145	0.817813208920458	0.897327164083961	0.894367854869956	0.730623598039096	2.64830226704888	0.1330415903762	0.36790673481126
TMEM115	-0.517060966333116	3.06061757455453	1.99935842126664	0.185960844141269	0.376322508372091	-0.166362697521795	3.06061757455453	0.218759702565007	0.649422864826871	0.778352416965369	0.350698268811321	3.06061757455453	0.910578890618936	0.361143954137679	0.61624825337236
QARS	-0.22023376817247	6.13564821179215	1.99880369332376	0.186012744151398	0.376374518659012	-0.385722891959873	6.13564821179215	6.13649848078016	0.0313935049766179	0.100904554452429	-0.165489123787403	6.13564821179215	1.12578201724888	0.312170982561339	0.572752022410752
TMEM101	-0.517983676629795	3.52200972876606	1.99835022375954	0.186061164626421	0.376419474865957	-0.135311395249209	3.52200972876606	0.142117056891272	0.713597354954123	0.824741721743438	0.382672281380586	3.52200972876606	1.08561367055017	0.320546925287811	0.579404487086891
GNPDA1	-0.425548037683474	4.46060982720974	1.99463102688162	0.186436762217554	0.377126235710699	-0.550406531227755	4.46060982720974	3.35261601825516	0.0952211958040453	0.216669813309859	-0.124858493544281	4.46060982720974	0.169221708134303	0.688969990316418	0.84815228800533
SNHG21	0.487044294789241	1.05693482705579	1.99477930831191	0.186512419395491	0.377226160359796	1.17933980389963	1.05693482705579	13.9449200742372	0.00351116102786049	0.0220704959958909	0.692295509110388	1.05693482705579	4.9373587164736	0.0490630335146483	0.216862176150895
WTAP	0.260686330154914	6.09258486289816	1.99274495436235	0.186627246432166	0.377405267770903	-0.0386561637010386	6.09258486289816	0.043952585867969	0.837902524327404	0.910604213313148	-0.299342493855953	6.09258486289816	2.63001310208863	0.134093196277908	0.369676234451819
LINC02527	0.367651348128729	2.2428261089068	1.99258118585163	0.186654378144802	0.377407008645774	0.314787594964111	2.2428261089068	1.51233141467879	0.245296457266305	0.415312776085767	-0.0528637531646187	2.2428261089068	0.0431763332590117	0.839319225892347	0.929585999473399
UBE2G1	0.232187243948069	6.69222325845088	1.99220729269012	0.186681895277828	0.377409528224215	0.143780783423876	6.69222325845088	0.766593114769663	0.400609687746104	0.573908932405318	-0.0884064605241927	6.69222325845088	0.289715861729631	0.601482243296082	0.794749987324778
NRG4	-0.33423658106044	4.63329382376306	1.9911670528851	0.186788374052144	0.377571659157605	-0.131197366606326	4.63329382376306	0.314287266249452	0.586673932707035	0.729963426058312	0.203039214454114	4.63329382376306	0.736786023077206	0.409615726873416	0.655322066436287
TMX1	0.20867316304521	5.63952715153843	1.99058615149743	0.186846859933969	0.377636745893556	-0.401263000731235	5.63952715153843	7.32323109675824	0.0209865594711832	0.0759045602625927	-0.609936163776444	5.63952715153843	16.8272867681774	0.00187871448245102	0.0380792541493054
PSMD5	0.208639184521797	6.14044010991669	1.98972698925346	0.18693432910949	0.377760384299752	-0.0678589837492241	6.14044010991669	0.210993241671077	0.65523353606524	0.782428038628933	-0.276498168271021	6.14044010991669	3.49585981314833	0.0892713585635851	0.296892647440006
PEX3	0.252041062992846	3.90933058658751	1.98808624633835	0.187103150476888	0.378048362834173	0.153843024578877	3.90933058658751	0.750575055107259	0.405411018943053	0.57836491540575	-0.0981980384139687	3.90933058658751	0.305324267543462	0.591984326068753	0.788573192519882
FAAH2	0.24871227539578	4.91054003969338	1.98757331509839	0.187154370552527	0.37806068946959	0.352549493180922	4.91054003969338	4.03239646295663	0.0707052915875573	0.176184563531416	0.103837217785143	4.91054003969338	0.350008798705347	0.566467573028789	0.771947747498727
PRSS27	-0.607020644393929	1.03148918200312	1.98808739595482	0.187169531812943	0.37806068946959	-0.748920176187051	1.03148918200312	3.21075250658991	0.101675014252906	0.226811064403299	-0.141899531793121	1.03148918200312	0.0951646906776675	0.763682010263315	0.889569103984658
FNIP1	0.332589528318375	6.35207974686789	1.98705779494916	0.187206471016265	0.37806068946959	-0.25321349124294	6.35207974686789	1.15169366677238	0.306934707405585	0.483171598355099	-0.585803019561316	6.35207974686789	6.13602437100961	0.0313987702664022	0.172516613342299
PCDHB5	-0.849169774662033	-0.465527990402165	1.98800747169364	0.187240684375151	0.37806068946959	-0.392070880979028	-0.465527990402165	0.531701071469749	0.481710596716371	0.645365634284365	0.457098893683005	-0.465527990402165	0.52433020035477	0.484691950867691	0.713723305264991
ZBTB17	-0.288075656844291	3.57394376383663	1.986743880787	0.187240832909379	0.37806068946959	-0.131845214631819	3.57394376383663	0.430703030499022	0.525585761861426	0.681536705070702	0.156230442212472	3.57394376383663	0.583257987487387	0.461641361056733	0.69555364199165
ELMSAN1	0.207699951321939	5.31079083445783	1.98444061616529	0.187474070454448	0.378478428351406	0.406645042758595	5.31079083445783	7.67915187478541	0.0187152233182952	0.0701076657602684	0.198945091436656	5.31079083445783	1.83687379725102	0.20339444161604	0.460151897363155
TM9SF4	0.184385675361479	6.78150957424036	1.98326124962246	0.187594446577408	0.378586486326374	0.0883250010023782	6.78150957424036	0.456302816786414	0.51377192010891	0.672514569866479	-0.0960606743591006	6.78150957424036	0.539247162923958	0.478618293786425	0.709214069988219
SLC7A5P2	0.572252289905936	0.974502926233144	1.98400871161814	0.187596160435354	0.378586486326374	0.753489005731455	0.974502926233144	3.7570800096436	0.0796402639238204	0.192320059090537	0.181236715825518	0.974502926233144	0.225235897040286	0.644698043161144	0.822340574276979
PPM1M	0.416523902784102	2.06095060187806	1.983256756628	0.18761413780484	0.378586486326374	1.29940246940569	2.06095060187806	21.9877727734158	0.000725374192551402	0.00734888973920553	0.882878566621587	2.06095060187806	10.4526900680298	0.00831348859508488	0.0845275548298209
RGS17	0.219752045814721	5.37739446693431	1.98288493109944	0.187633007284128	0.378586486326374	-0.295971988572947	5.37739446693431	3.58856653807375	0.0856663864229612	0.201520109276611	-0.515724034387669	5.37739446693431	10.8514624896537	0.00746560194862866	0.0798591493626205
ASF1B	-0.925251131321575	4.31519034732473	1.98122796716366	0.187804394556578	0.378810359494863	-2.11226842788181	4.31519034732473	9.48262772814001	0.0108753146679955	0.0485653623004115	-1.18701729656023	4.31519034732473	2.98223537289278	0.113061866691023	0.337891986037702
MET	-0.195547937906444	7.64474544492418	1.98092340896879	0.187833876361181	0.378810359494863	0.0635626565394944	7.64474544492418	0.210067895601746	0.655934729416549	0.782646885024698	0.259110594445938	7.64474544492418	3.47824844550468	0.0899773180999821	0.29744430583314
ARHGEF12	-0.205953312213533	8.46061010100756	1.98086763527422	0.187839591714458	0.378810359494863	-0.437792873007323	8.46061010100756	8.92933224764212	0.0127660916103963	0.0543561565130271	-0.23183956079379	8.46061010100756	2.50791579516791	0.142527101038329	0.380820744772961
RADIL	-0.929720278703701	-0.705975484542104	1.93492084422381	0.187861743174438	0.378810359494863	-3.27912583140634	-0.705975484542104	13.4549005229008	0.00289389212221563	0.0192748632747501	-2.34940555270264	-0.705975484542104	4.85105059013008	0.0465324251480009	0.210083224285412
BPNT1	0.279079293670544	5.26498765533551	1.98044139418006	0.187883454596873	0.378810359494863	-0.103321533849861	5.26498765533551	0.271558935717559	0.6129626494344	0.749790330000332	-0.382400827520405	5.26498765533551	3.70826954497907	0.081274479507223	0.280535601297637
MST1R	-0.436142633223233	5.06129328099711	1.98025043272662	0.187903286819195	0.378810359494863	0.330723749686939	5.06129328099711	1.17042104853666	0.303228266019966	0.479438396394765	0.766866382910171	5.06129328099711	6.11697717383844	0.0316116379189896	0.173002967750173
P4HB	0.228001103163846	10.0087781224411	1.97984689756503	0.187944261566749	0.378810359494863	0.26916236224649	10.0087781224411	2.75896874110663	0.125861142496813	0.263328203125875	0.041161259082644	10.0087781224411	0.0646063255563495	0.80420396807534	0.911422704746792
