genes	logFC_TgvDMSO_6h_QGP1	logCPM_TgvDMSO_6h_QGP1	F_TgvDMSO_6h_QGP1	PValue_TgvDMSO_6h_QGP1	FDR_TgvDMSO_6h_QGP1	logFC_TgvDMSO_24h_QGP1	logCPM_TgvDMSO_24h_QGP1	F_TgvDMSO_24h_QGP1	PValue_TgvDMSO_24h_QGP1	FDR_TgvDMSO_24h_QGP1	logFC_Tg_24hv6h_QGP1	logCPM_Tg_24hv6h_QGP1	F_Tg_24hv6h_QGP1	PValue_Tg_24hv6h_QGP1	FDR_Tg_24hv6h_QGP1
PRNP	1.76175236257192	7.52542219711008	101.51205170837	9.02158841221395e-07	0.00013500431159361	1.62830933352108	7.52542219711008	87.4704526244139	1.84932686070211e-06	0.00014832138280818	-0.133443029050839	7.52542219711008	0.62179896311855	0.44759536094686	0.684493050421178
ZNF165	1.82713684611433	5.14304804781652	99.6414039642078	9.87479784676678e-07	0.000146248810171806	0.763285763789874	5.14304804781652	17.8937166212464	0.00152017678709673	0.0123732916280066	-1.06385108232445	5.14304804781652	35.7148218761793	0.000105960679132532	0.00827299519792365
SIPA1L2	1.58653039449371	6.74365428230619	99.3706922554288	1.00043067903606e-06	0.000146654970765633	1.14877895356736	6.74365428230619	53.1627912646699	1.8757912623735e-05	0.000631091739467392	-0.437751440926351	6.74365428230619	7.97760543309001	0.0170353139316579	0.125066962020265
SLC39A14	1.98229346267638	7.24363343424721	98.0857728667595	1.06550545483958e-06	0.000154616680446721	1.20842108168459	7.24363343424721	37.9403771296	8.21074797870805e-05	0.00165435631784179	-0.773872380991795	7.24363343424721	15.9810287886208	0.00223671019873995	0.0422698511614788
TM4SF1	1.50656018319587	9.10270986811161	97.4342958476741	1.10041448377873e-06	0.000158085544739652	0.601024813814455	9.10270986811161	16.0590426122693	0.00220048865821248	0.015790319712228	-0.905535369381413	9.10270986811161	36.2037771347817	0.000100074155357859	0.00821962426304143
LRFN2	-2.87665078162546	3.87433830244092	95.7346596096684	1.20028823026714e-06	0.000170726145703147	-2.16675868720389	3.87433830244092	61.1797073668007	9.91767902083267e-06	0.000409417749463454	0.709892094421563	3.87433830244092	5.6469116983728	0.0374606306178595	0.186810479525091
PACSIN2	1.36630270267963	6.99228182871515	95.2868145579031	1.22552520580341e-06	0.000172606814770312	0.864352944698369	6.99228182871515	38.8836760568146	7.39627935433093e-05	0.00153326045027876	-0.501949757981259	6.99228182871515	13.3401232230301	0.00401625471844271	0.0579874525478874
OLFM2	-2.25798264168078	5.48420932812003	94.9028563361121	1.24987128204442e-06	0.000173028318967464	-0.97381976198266	5.48420932812003	19.7061151667939	0.00108056139609715	0.00980668729109115	1.28416287969812	5.48420932812003	31.8358068233612	0.000170566517313208	0.0104013525105234
CHAC1	3.96570418993034	4.4965145792984	94.9564173912437	1.25260651347739e-06	0.000173028318967464	4.15596656779293	4.4965145792984	103.980608192971	8.07058363332819e-07	9.26697093875752e-05	0.190262377862589	4.4965145792984	0.330631973864083	0.577252886357717	0.778594964361559
XPOT	1.94144022401576	9.15855099889888	94.3584205775818	1.2848004996077e-06	0.000175785180736802	1.74744875511636	9.15855099889888	77.4036562347895	3.30849135711468e-06	0.000213138057561926	-0.193991468899396	9.15855099889888	1.01232841615256	0.336682345984512	0.593801364275178
ELL2	2.28146460343363	9.08582598404292	93.8746248507297	1.31703920871707e-06	0.000177653376323783	2.01535352022604	9.08582598404292	74.6468834497262	3.9257296522082e-06	0.000231135377801733	-0.266111083207587	9.08582598404292	1.40566483936985	0.261583968550789	0.525159293510579
CALR	1.57969975830395	10.5882141397665	93.7147757365806	1.32790123519251e-06	0.000177653376323783	1.22187173068335	10.5882141397665	57.1073918585984	1.35684773940723e-05	0.000511613507200114	-0.3578280276206	10.5882141397665	5.03246714146082	0.0472099255508528	0.211678461443056
BMP6	3.19340803353545	4.66652544001931	93.4987270456148	1.34720199562378e-06	0.000177653376323783	4.44961025488121	4.66652544001931	175.420199019239	6.03188826685796e-08	2.02439216259979e-05	1.25620222134577	4.66652544001931	19.9688967394322	0.00103124866515475	0.0274350339326169
RASGRP3	3.32919095560024	3.98418410703141	93.5092827120603	1.35061736152679e-06	0.000177653376323783	3.92426805007433	3.98418410703141	130.342790620467	2.66830701880034e-07	4.90767571846978e-05	0.595077094474083	3.98418410703141	4.44647745686471	0.0595705008710581	0.240244226819472
GAPLINC	2.58168513762353	4.93394616817016	93.2581005172256	1.36028618930921e-06	0.000177653376323783	2.86863905832339	4.93394616817016	114.139988159471	5.09525178296497e-07	7.24736506079949e-05	0.286953920699865	4.93394616817016	1.40016658631213	0.26246554258476	0.525550948714178
TGOLN2	-1.88604426854776	8.12527891019291	93.0168884889804	1.37659168726617e-06	0.000178163208822214	-1.13658569489803	8.12527891019291	35.3499699658226	0.000110607018743174	0.00203621644785635	0.74945857364973	8.12527891019291	15.4541686070896	0.00250083626605337	0.045052000027662
TGFBR2	-2.94314793893036	2.20488331600983	93.3304000071658	1.391993468902e-06	0.000178548019412912	-1.42431775671664	2.20488331600983	30.7942640047052	0.00019780372325258	0.00300068457048212	1.51883018221372	2.20488331600983	21.7253489759299	0.000764116605496634	0.0224484645287621
IRS2	1.68321487557169	7.63328175837469	92.5082024287903	1.41342131322134e-06	0.000179692129077325	1.19159559376483	7.63328175837469	47.5121530363367	3.09679434529664e-05	0.000877486145257032	-0.491619281806852	7.63328175837469	8.32951383015494	0.0152816766698684	0.118732594396609
ESRP1	1.55538192427215	8.46054809814011	91.6951571790253	1.47474610561526e-06	0.000185843882046218	1.13141616105314	8.46054809814011	49.5297441940779	2.57506725337204e-05	0.0007870939608924	-0.423965763219015	8.46054809814011	7.12779034425223	0.022374968232572	0.14325731494066
LINC00951	-3.2399932717791	2.21242665099296	91.7671008258708	1.51703712620028e-06	0.000189510916130376	-2.68939392145928	2.21242665099296	75.9881007143505	3.71495651546887e-06	0.000225460521731848	0.55059935031982	2.21242665099296	1.94419915669743	0.1917637777212	0.446495693799474
ITGB5	1.44539802771749	5.74616429131918	90.4511880481162	1.57504844417165e-06	0.000195061603008362	2.74357011606177	5.74616429131918	308.344395194047	3.37872858863288e-09	6.19726423997945e-06	1.29817208834428	5.74616429131918	77.3730403023452	3.3151413407659e-06	0.00134164132071861
ZNF697	1.50908719032206	6.14050959286136	89.9528717692476	1.61720861340164e-06	0.000198571102052376	1.76020904126311	6.14050959286136	121.439653119494	3.75533758808255e-07	5.86404128156455e-05	0.251121850941048	6.14050959286136	2.65502239233806	0.132444681674885	0.367254425458944
TMEM39A	1.52848021361436	5.72357079375364	89.7926170875171	1.63116090681817e-06	0.000198586928706354	1.04522363877975	5.72357079375364	42.7880497667003	4.90023784022547e-05	0.00117523901189781	-0.483256574834606	5.72357079375364	9.49960129461131	0.0108221768279923	0.0974131530770285
ZFAND2A	2.33184436150309	4.47578831032674	89.0977345191584	1.69408208235408e-06	0.00020318769222668	2.36406740552883	4.47578831032674	92.0929376076372	1.44530629580106e-06	0.000130762989745538	0.0322230440257385	4.47578831032674	0.0203715295365409	0.889171822308592	0.953912508347789
RET	-1.6956527184001	7.26712068040658	89.0512100891074	1.69723813637767e-06	0.00020318769222668	-1.79775476630976	7.26712068040658	99.7181236904705	9.83651515776279e-07	0.000102052943123816	-0.102102047909659	7.26712068040658	0.3368815379284	0.573723247466197	0.776718884587396
HYOU1	1.79873132656532	10.6859987662014	87.8191792028088	1.81442383192944e-06	0.000211456534700766	1.42891311731561	10.6859987662014	56.6142847174406	1.41140458553288e-05	0.000525291147040554	-0.369818209249703	10.6859987662014	3.9364152040798	0.0736480771498837	0.267111405285339
KCTD12	2.31639147615242	5.60240747725929	87.8080374869522	1.81572929224819e-06	0.000211456534700766	1.19371471814743	5.60240747725929	24.4578741945042	0.000484591752495411	0.00561422993253957	-1.12267675800498	5.60240747725929	22.6157173331373	0.000651866552921591	0.0204024289744479
OR51E1	-3.94253228272989	1.64231285590464	88.8018028156571	1.81772138153018e-06	0.000211456534700766	-3.98936155700222	1.64231285590464	97.7553592036736	1.14790193206727e-06	0.000115657486005592	-0.0468292742723313	1.64231285590464	0.00622622105172847	0.938582254577821	0.975451976362944
BCAT1	3.97510274350357	8.35320280402814	87.7114713602334	1.8251851804883e-06	0.000211456534700766	3.97651666680036	8.35320280402814	87.8032289717076	1.81606897671686e-06	0.000147399135138499	0.00141392329679416	8.35320280402814	1.43756212472124e-05	0.997044974694291	0.998783076944298
PPP1R15A	2.09861412795672	7.01741141161655	87.2826586838448	1.86851079388085e-06	0.000214744208519139	2.32920522724107	7.01741141161655	106.15735220459	7.25757684084578e-07	8.83579227928733e-05	0.230591099284351	7.01741141161655	1.16085917831584	0.305112624643209	0.567117087026051
LOC91370	-3.13036422638474	0.805201917267155	87.2530886760661	1.89111165176703e-06	0.000215616745946708	-2.8681803536917	0.805201917267155	87.3461752800082	1.88149647873956e-06	0.000149334687367804	0.262183872693043	0.805201917267155	0.339629099362165	0.572205472850348	0.775939571735708
SLC4A10	-1.6634711206067	5.05617942536442	86.3701210485186	1.96519863731347e-06	0.000220964556035132	-0.967162028097965	5.05617942536442	31.1053927419419	0.000187499705316417	0.00289948414055506	0.696309092508734	5.05617942536442	15.3924169632789	0.00253430280276267	0.0453397186357267
JADE1	1.38269623702628	7.06399303089406	86.3335542505784	1.96877789033112e-06	0.000220964556035132	0.863987682976281	7.06399303089406	34.4026211058563	0.000123875905537224	0.00219975433738907	-0.518708554050002	7.06399303089406	12.6035995341665	0.00478819856688505	0.0642271340913824
DNMT3B	-1.82981452618119	4.93419600463141	85.2566311516344	2.09104178805834e-06	0.000232457873240981	-1.19069640543729	4.93419600463141	38.5922880806639	7.63840070100191e-05	0.00156827964782625	0.639118120743902	4.93419600463141	10.5872009815394	0.0080110519707912	0.0827962392894866
FGF14	1.57473489182497	6.99706480720273	85.1453960275654	2.10354472513765e-06	0.000232457873240981	0.840884814270978	6.99706480720273	25.0017847731701	0.000445328079651272	0.00529163208624497	-0.733850077553994	6.99706480720273	19.2941486966862	0.00116542249228404	0.0291602363935818
FFAR4	-2.27841242215235	2.34253213540674	85.0488910474072	2.13209516736377e-06	0.000233814344842351	-1.91864196747122	2.34253213540674	67.9849131774243	6.12425084378594e-06	0.000310886882055932	0.359770454681126	2.34253213540674	1.78078800104252	0.20994116993925	0.467797113469839
BET1L	1.36989515006483	6.46675709582639	84.3594181868774	2.1987380459676e-06	0.000239295990669473	1.36481213614931	6.46675709582639	83.9488093597041	2.25049776763027e-06	0.00016579820989629	-0.00508301391551679	6.46675709582639	0.00121946893153195	0.972789414291321	0.990165345722963
ATF4	1.90201487082255	8.8083210371331	83.6667841189979	2.28687644172681e-06	0.000246509577673859	1.60617199328364	8.8083210371331	60.7452816915637	1.02331087537563e-05	0.000416135631493633	-0.295842877538911	8.8083210371331	2.16711809585233	0.169946136768281	0.418270721400226
CITED2	1.86850195759817	5.82835319093028	83.5726677825937	2.29933756148525e-06	0.000246509577673859	1.40201137926979	5.82835319093028	48.1517379188374	2.91897972602964e-05	0.000850589507994762	-0.466490578328371	5.82835319093028	5.65443147142226	0.037352444554422	0.186710236071269
ERO1B	1.52416801231143	6.96275507110596	83.243997817088	2.34275307656779e-06	0.0002493036347998	0.711148610884158	6.96275507110596	18.6732152847373	0.00130895557803939	0.0111864698596751	-0.813019401427271	6.96275507110596	24.5621953500129	0.000476734861835756	0.0173386658864113
ATP1B1	1.42384080617104	8.72707927748138	81.3531843438324	2.61336154029833e-06	0.000274120791264872	1.20206640844804	8.72707927748138	58.6207811404017	1.20439034974934e-05	0.00047262448515786	-0.221774397723	8.72707927748138	2.0549777020713	0.1804391060319	0.431815458479806
ANXA3	2.26761259343266	4.65375623960588	81.3681548871545	2.61412699452091e-06	0.000274120791264872	3.62239162304692	4.65375623960588	201.094004991823	3.01542338206865e-08	1.27410506784701e-05	1.35477902961425	4.65375623960588	35.8683544197226	0.000104132786849056	0.00821962426304143
KLHL14	-2.50379615582805	2.39846718636097	81.3553476670139	2.64086397769348e-06	0.000274917767416989	-1.32405040474853	2.39846718636097	29.2281201876822	0.00024228354040896	0.00349462383686257	1.17974575107952	2.39846718636097	16.3411393886879	0.00208139239579052	0.0406805362308297
FNDC3B	2.00470214432459	7.22871116429699	80.830594307941	2.69460845325295e-06	0.000278494568629006	1.41249020252823	7.22871116429699	41.4718264874901	5.60971467894113e-05	0.00125528288282972	-0.592211941796366	7.22871116429699	7.61180045276124	0.0191212840343468	0.132192669122919
DNAJC22	-1.70365350121734	3.24943423305144	80.7239336393338	2.71597425653747e-06	0.00027869775835298	-0.634581791910521	3.24943423305144	13.0915357846001	0.00426047382373897	0.0253126414192862	1.06907170930682	3.24943423305144	31.2471574505354	0.000184197962263315	0.0106745710572825
MTFR1	1.34803458789115	6.20267072817227	80.4884806112927	2.74942947854253e-06	0.00027992658205608	0.747499995001311	6.20267072817227	25.2425546683033	0.0004291716524959	0.00515508357839139	-0.600534592889838	6.20267072817227	16.5616170809074	0.00198321029619748	0.0395705543266292
OPN3	1.95618353607942	5.20217783941818	80.3828642407803	2.76692013448165e-06	0.00027992658205608	1.12122834645329	5.20217783941818	27.2178849837947	0.000319934421691798	0.00418977019327655	-0.834955189626132	5.20217783941818	15.8261557880816	0.00231081469143305	0.0430257021706878
LINC00365	4.82915555377995	2.15090055240455	69.2649565561215	2.8565992574713e-06	0.000286978356173656	5.59533741547039	2.15090055240455	104.904521695352	3.27477059459881e-07	5.47039004209377e-05	0.766181861690442	2.15090055240455	5.00541680747471	0.0454308268987015	0.207494188351362
CRELD2	1.4109625830506	5.94731769798792	79.1092763595968	2.98436209358658e-06	0.000297731568308783	1.00322011388364	5.94731769798792	40.6237827951625	6.13207473236599e-05	0.00133272898041104	-0.407742469166955	5.94731769798792	6.92758177017572	0.0239138257741387	0.148914616849275
MTHFD1L	1.33038959985202	6.11030604805309	78.8409440345412	3.03269475692471e-06	0.000300466847434347	0.673996475197685	6.11030604805309	20.642392484619	0.000913409056012127	0.00871219916968794	-0.656393124654331	6.11030604805309	19.8440544597738	0.00105372708180737	0.0277615273098329
NANS	1.72675984940858	6.78440174767539	78.5104757061148	3.09360460429675e-06	0.000304402217433748	1.19529228599881	6.78440174767539	38.5876224971732	7.64111530269344e-05	0.00156827964782625	-0.531467563409769	6.78440174767539	7.89942076919147	0.0174571835897783	0.126789635718279
IL1R1	2.96662501469973	3.69761492360591	77.9568917114584	3.20709885689931e-06	0.000307795882620759	2.562513846813	3.69761492360591	59.1106623471249	1.16195266504795e-05	0.000458588241375794	-0.404111167886725	3.69761492360591	1.91331171877796	0.194945101843372	0.450979280689514
JDP2	3.03194098722508	2.06134384871538	78.3491019681002	3.20828631374247e-06	0.000307795882620759	2.07505603470617	2.06134384871538	34.5995655997559	0.000122814165363758	0.0021952716353939	-0.956884952518909	2.06134384871538	11.3633220114057	0.00656454083192896	0.0748461853900726
LIF	1.53287146292711	8.68381083009399	77.8155038956099	3.22651693443467e-06	0.000307795882620759	0.290862948344471	8.68381083009399	2.9182000831062	0.116556875386777	0.249583555195474	-1.24200851458264	8.68381083009399	51.8876903472923	2.09193789166212e-05	0.0033933326090886
SARS	1.88334319609485	8.99152484247907	77.8027403804367	3.22902096872243e-06	0.000307795882620759	1.70666004185461	8.99152484247907	64.6071659727862	7.70356812526075e-06	0.000352450508558904	-0.176683154240243	8.99152484247907	0.73331367990858	0.410685158134501	0.655836258532707
BRE-AS1	4.88065606508637	0.674028839063168	58.3456648937092	3.25196728087053e-06	0.000307795882620759	4.36938203187992	0.674028839063168	43.2017316081103	1.61591617395705e-05	0.000573191401359677	-0.511274033206455	0.674028839063168	1.8337197593907	0.198295009481366	0.45433909189941
SGMS2	1.96509910846106	6.20850508868252	77.5273697155065	3.28372777905443e-06	0.000307795882620759	1.42384271950212	6.20850508868252	41.8581481381661	5.38955895389429e-05	0.00123190750976231	-0.541256388958939	6.20850508868252	6.38600381772034	0.0287630737723817	0.165532448479566
GRB10	2.01209383557984	6.129254198831	77.4528581592673	3.29889228896114e-06	0.000307795882620759	2.61753538211769	6.129254198831	126.858243275639	3.028172668119e-07	5.24129259640934e-05	0.605441546537854	6.129254198831	7.75290689965649	0.0182823110178449	0.128968260032647
DNAJB11	1.71826321826408	8.16368147719203	77.4093644148302	3.30733950705072e-06	0.000307795882620759	1.08771966898901	8.16368147719203	31.9990903873359	0.000167019233504556	0.00268089196483403	-0.630543549275068	8.16368147719203	10.971512391668	0.00723267522227818	0.0784736858120887
TLE3	-2.04202056777465	5.24960526627263	77.3301804707233	3.32394895252005e-06	0.000307795882620759	-0.950697320459408	5.24960526627263	18.4123356165259	0.00137556238811328	0.0115360941433949	1.09132324731524	5.24960526627263	22.7204726833778	0.000640692125226267	0.0202735309933933
TRIB3	3.46564738842459	7.24838769727017	77.2386541296586	3.34234704780999e-06	0.000307795882620759	3.61676779301816	7.24838769727017	83.1380740903491	2.35723516000696e-06	0.000170797605108014	0.15112040459357	7.24838769727017	0.182347152860455	0.677877748311094	0.842057218524615
SEC24D	1.6564908969587	8.59008861121695	76.5174306666676	3.49343323710811e-06	0.00031966026677895	0.962507082659972	8.59008861121695	26.6854324642581	0.000345729641873487	0.0043798518828523	-0.693983814298724	8.59008861121695	14.0451730736219	0.00341265962016994	0.0533474081647023
CELSR2	-1.90101100961646	4.82624549985392	76.32582503162	3.53593215631025e-06	0.000321501274414893	-0.97474676405657	4.82624549985392	21.9227434674855	0.000732105650086133	0.00737547669644978	0.926264245559894	4.82624549985392	18.4344600808463	0.00136980519982507	0.0317462806175928
EVA1A	-2.77625716562193	3.75064078915207	75.9628290402148	3.62152772862983e-06	0.000327213002198089	-1.7695760093059	3.75064078915207	36.1420114507935	0.000100896739324058	0.00191984444652904	1.00668115631603	3.75064078915207	9.75940793522543	0.0100579538870558	0.0935697015930801
