genes	logFC_TgvDMSO_6h_MIN6	FDR_TgvDMSO_6h_MIN6	logFC_TgvDMSO_24h_MIN6	FDR_TgvDMSO_24h_MIN6	logFC_Tg_24hv6h_MIN6	FDR_Tg_24hv6h_MIN6
Scoc	-0.963155730068588	1.03257373718517e-06	-0.714499529155569	5.94769518809378e-06	0.248656200913019	0.073401683679465
Cbx5	-0.798249192312101	1.03870844800835e-06	-0.827112792026971	1.95824051875087e-07	-0.0288635997148704	0.818148615745543
Lhfpl2	1.33381127024269	1.07387605264444e-06	3.94363552432042	3.10475158048493e-14	2.60982425407773	5.65460933675254e-12
Ldha	-1.24369249740251	1.14123689187577e-06	-1.34567296702491	1.2519769070124e-07	-0.101980469622395	0.578150014669938
Agpat4	1.09469607878921	1.14588420935078e-06	1.18000392439559	6.34703094148165e-08	0.0853078456063783	0.550488913163586
Tmsb4x	-1.41094593494408	1.14588420935078e-06	-0.976112835009904	8.52640334662288e-06	0.43483309993418	0.0431919244771233
5430416N02Rik	1.48768294916061	1.17319121236741e-06	1.17864846757413	4.82744608048025e-06	-0.309034481586481	0.0924497314872869
Nnat	-0.939835477713017	1.19305614639618e-06	-2.38363419220098	4.27262998736572e-12	-1.44379871448796	3.56657711263654e-08
Lhfpl4	-0.82456296267593	1.23199727187098e-06	-0.887286212126082	1.03974740786188e-07	-0.0627232494501524	0.621383062046799
Tcea1	0.755110824030346	1.23365778664303e-06	1.56318575657493	2.29860839974385e-11	0.808074932544587	4.75514136042909e-07
Rnase4	-1.00522541044314	1.23506223238879e-06	-0.672180999197239	2.07607304423574e-05	0.333044411245905	0.0275794227038433
Neurl1b	-0.917718359890907	1.24485033745993e-06	-1.13319696657429	1.99723563590972e-08	-0.215478606683381	0.112684325862383
Abat	-0.88616288990231	1.26891706253322e-06	-1.18915504924895	6.66685513673735e-09	-0.302992159346644	0.0277423543751355
Msmo1	0.822922716244361	1.2809313054353e-06	1.14730500468683	3.52593775003872e-09	0.324382288442469	0.00633604745246644
Sp8	0.952212129165616	1.3235009225252e-06	0.430343687983256	0.00194796917446586	-0.52186844118236	0.000652289635268181
Tmem2	-0.894412916240772	1.3341074700589e-06	-0.759981011025248	1.48550194563798e-06	0.134431905215524	0.309872742197761
Glce	0.831067640188184	1.33491794495453e-06	1.02719084825159	2.63576193973916e-08	0.196123208063404	0.0886503085243842
Nfix	-0.856508211122746	1.34255247100867e-06	-0.973984677749263	5.80156686293402e-08	-0.117476466626517	0.3559357310427
Fam81a	-0.897831740692934	1.34255247100867e-06	-1.1231908774385	1.69756272844488e-08	-0.225359136745564	0.0981499061205036
Kcnb1	-0.79924257702594	1.35030475906653e-06	-1.04815007662492	1.28508095959387e-08	-0.248907499598982	0.0362736007341778
Gstm1	-1.25914825608756	1.37491637147335e-06	-0.378525874076572	0.0118745044720417	0.880622382010988	0.000113237337013716
Soat1	-0.78521505089041	1.40449648794669e-06	-0.578987861653912	1.03510174493351e-05	0.206227189236497	0.0725665180832689
Hspa8	-0.887476091935454	1.44262367572564e-06	-0.17507374663149	0.157598335229823	0.712402345303963	2.1314443746182e-05
Cnr1	-1.1103338449612	1.45302490716765e-06	-1.58737107116544	3.59620406549166e-09	-0.477037226204234	0.014645707172484
Pdx1	-0.823911934498061	1.49867782353808e-06	-1.15206619002782	6.45154917052353e-09	-0.328154255529763	0.010379994829526
Fam20b	-0.818403127630752	1.50862098790039e-06	-0.765199027907195	8.44236550048361e-07	0.0532040997235567	0.679037895487229
Gng12	-0.794624133598809	1.51099884507344e-06	-1.6055796956022	7.0319694783384e-11	-0.810955562003388	1.79689934932112e-06
Atp6v1e1	-0.810671937004184	1.51892665693824e-06	-0.375832218460812	0.000991219010744225	0.434839718543372	0.00123488068989264
Unc5b	1.25571137056435	1.52829858500534e-06	1.8694803773618	9.4412943412154e-10	0.613769006797458	0.000647481379610342
Cdk5r2	-0.846798884015772	1.53778316133818e-06	-0.757592351838215	1.0061694318413e-06	0.089206532177557	0.493594798740539
Tubb4a	-1.29949528594278	1.56621481607574e-06	-1.12007530623949	9.82090163843641e-07	0.179419979703284	0.389372895739523
Nefl	-0.820249738337152	1.58937813366794e-06	-1.01147804694223	2.69227587552257e-08	-0.191228308605082	0.118722036342198
Isg20	0.914663771950858	1.66741184164709e-06	1.3448939061185	1.65427692206976e-09	0.43023013416764	0.00160623657281263
Nfia	-0.857276895864336	1.68849452172532e-06	-0.946745563578434	7.90953655966408e-08	-0.0894686677140975	0.515347049695254
Prelid1	-0.898975841261957	1.68849452172532e-06	-0.457107053596859	0.000591839092863699	0.441868787665098	0.00250118017251688
Klf4	1.29736292415	1.73319491597973e-06	1.46353548470904	6.33482745443563e-08	0.166172560559036	0.320846189707422
Kdm4a	0.788611735475398	1.78059111515803e-06	0.98859172242622	2.30082998314815e-08	0.199979986950822	0.0707039130971283
Lrrn2	-1.74716542323656	1.79255959955699e-06	-1.25515323816802	4.30783500650839e-06	0.492012185068543	0.0925505500183456
Fzd4	1.46567665930722	1.85160975000941e-06	1.23814097009569	2.99762316527237e-06	-0.227535689211534	0.213945476535179
Cyb5r3	-0.791990744072382	1.89859765379566e-06	-1.03319765592624	2.12788719094752e-08	-0.241206911853861	0.0436492002311455
Hid1	0.758193633920046	1.97943219361934e-06	0.975119503742752	2.29046982403596e-08	0.216925869822706	0.0488965727377616
Syt11	-0.875032997362718	1.97943219361934e-06	-0.57362013304658	5.15052284250523e-05	0.301412864316138	0.0256483825638873
Pcdh17	-0.796577836224826	2.0406230246672e-06	-0.435991389511428	0.000388728309569978	0.360586446713398	0.00499843499958575
Serpini1	-0.836147521195025	2.09508531473342e-06	-0.263039555927816	0.0170013550899728	0.573107965267209	0.000166010856800399
Tma7	-0.971427760483499	2.12386340525565e-06	-0.400286310520061	0.00263988217795382	0.571141449963439	0.000734576214560106
Ankrd11	0.776444775331515	2.16036352113443e-06	0.871031609683315	1.47563317696491e-07	0.0945868343518007	0.40510657397767
Maob	-0.987142264789194	2.16036352113443e-06	-2.46637978452514	1.08378112945954e-11	-1.47923751973595	6.62459333946579e-08
Plod2	-0.846085199501529	2.27790533009094e-06	-0.749001893625111	1.82035398296883e-06	0.0970833058764188	0.46417061000502
Tspyl4	0.731583183626702	2.31959928618336e-06	0.338037536897838	0.00235155054669777	-0.393545646728864	0.00127727639670393
Kcnq2	-0.719407701150558	2.32956607052502e-06	-0.997587592708095	1.07578949577687e-08	-0.278179891557537	0.0155116509123591
Rasgef1b	0.948369374484996	2.41452887837546e-06	1.91838524622799	1.82946421229634e-11	0.970015871742998	4.43511834856357e-07
Angptl6	1.21471325477917	2.43821956550289e-06	2.45177056962278	7.4402968538647e-12	1.23705731484362	1.50199844223424e-07
Atp6v1a	-0.737968541283587	2.4879521850084e-06	-0.408116382889834	0.000455313217834137	0.329852158393753	0.00590150663415101
Mif	-1.10016403528349	2.56090616236136e-06	-0.979984191984762	2.47944222900313e-06	0.120179843298726	0.484374311914663
Pgm2	-1.0443509797213	2.56496678330917e-06	-1.12011144544183	2.39692736237495e-07	-0.0757604657205341	0.664576021998005
Coro2b	-0.712251329737501	2.5950014847897e-06	-0.930405235538498	2.60071869283194e-08	-0.218153905800997	0.0488314206819013
Cryba2	-0.975750857259315	2.67438220171817e-06	-1.33033941529719	1.07274510216523e-08	-0.354588558037872	0.0364560325942163
Oxtr	-0.857392955446857	2.68541895911097e-06	-1.69335851303579	1.76737591486527e-10	-0.835965557588933	1.43072790841496e-05
Hsd17b7	0.93740768348138	2.68541895911097e-06	1.06658136926055	8.97230093681828e-08	0.129173685779169	0.321714476417548
Magee1	-0.981117289766827	2.68932102884541e-06	-1.03525472378124	2.01575367929049e-07	-0.0541374340144165	0.758287242712534
Lifr	-0.858830364837176	2.84171132289779e-06	-1.01070476733806	8.97230093681828e-08	-0.15187440250088	0.25659846750289
Tspan3	-0.808250652282665	2.84171132289779e-06	-0.532869704112412	7.72345235414361e-05	0.275380948170253	0.0302399986312676
Ubqln2	-0.777677040484163	2.91997002458078e-06	-0.612640401801023	1.29780416795875e-05	0.16503663868314	0.161618415584708
Akna	1.44240575364644	2.97773650268295e-06	2.15327718401444	1.43646392265543e-09	0.710871430367996	0.000652289635268181
Lonp1	0.738242481552381	2.97773650268295e-06	1.40492015847927	1.82452392075392e-10	0.666677676926887	8.0105192408302e-06
Chd5	1.14410418329671	2.98116989909563e-06	0.458589859782628	0.00860228724083948	-0.685514323514084	0.000456500426317775
Gpi1	-0.851177575912059	3.04470332155255e-06	-1.30186285953646	5.17700697929048e-09	-0.450685283624401	0.00197374006253589
Cetn2	-1.09178760916976	3.04470332155255e-06	-0.709985436051449	3.59980613233071e-05	0.381802173118314	0.0358527828547322
Astn1	-0.736441227966891	3.10710570819139e-06	-0.760790647962149	4.46442102698794e-07	-0.0243494199952581	0.852526368404679
Uqcrb	-0.886561478895631	3.10710570819139e-06	-0.226109333150632	0.0596709222738911	0.660452145745	0.000100102572394419
Vimp	0.864000736652049	3.21358346974442e-06	1.37044768295992	1.43646392265543e-09	0.50644694630787	0.00042556717509418
Pgk1	-0.905795194060708	3.29196932160479e-06	-1.14655624469709	5.86641381305781e-08	-0.240761050636387	0.0840974708649117
Calm2	-0.741036358563761	3.36628945942294e-06	-0.564100029089371	2.36124368372187e-05	0.17693632947439	0.118962681039486
Hgsnat	-0.938760545606398	3.42193076906276e-06	-0.267530461750556	0.0301562381517676	0.671230083855842	0.000172927708723574
Mtss1l	0.896127398674477	3.43382330354698e-06	1.54540342556741	4.03797353854332e-10	0.649276026892929	4.84040899254811e-05
Nudt11	-0.89277153320423	3.50274540297708e-06	-0.762956137970029	3.64638223190846e-06	0.129815395234201	0.369907564546715
Myl12b	-0.842405392093773	3.57845420785976e-06	-0.869059712577668	4.90184957561244e-07	-0.0266543204838947	0.862366912617441
Pnmal2	-0.857679212269168	3.64789301772462e-06	-1.06092423352763	6.91983486437177e-08	-0.203245021258457	0.133387953115862
Pcsk2	-0.762829499869738	3.65886777809867e-06	-1.70460159705671	5.00704603657724e-11	-0.941772097186974	4.42156752528832e-07
Trp53inp2	-0.696958925731597	3.65886777809867e-06	-0.971130383419709	1.99364355375059e-08	-0.274171457688112	0.0159554373719384
Rtn3	-0.6932846683538	3.65886777809867e-06	-0.533999423535683	2.2945693493515e-05	0.159285244818117	0.136021233231627
Lmo1	1.01818327813258	3.6761553200622e-06	0.396007553050037	0.011479438721461	-0.622175725082544	0.000493144903223161
B4galt5	-0.848028084854505	3.70680140526669e-06	-0.867401289600282	4.0867374322382e-07	-0.0193732047457769	0.905461991394552
Ube3c	-0.693523707549503	3.70908769777899e-06	-1.05095632332185	6.45154917052353e-09	-0.357432615772342	0.00296918559851093
Trabd	0.778164382937483	3.73690286189728e-06	0.879136313856896	1.68830034067086e-07	0.100971930919413	0.383492277008481
Rassf1	1.36058203555799	3.73690286189728e-06	0.88967073023701	0.000140815468231622	-0.470911305320982	0.0179637415743922
Fabp5	-1.30452684272044	3.78071532717928e-06	-0.638559222203813	0.000423966974145926	0.665967620516628	0.00501507452362312
Atp5o	-0.845190446000617	3.81384374302426e-06	-0.170177269311805	0.149880773924768	0.675013176688812	5.84176950049868e-05
Cxcl12	1.35794914829125	3.84353053637751e-06	1.87607196081085	4.66474586161918e-09	0.5181228125196	0.00546293637000153
Acvr1c	-0.994269407018521	3.91338597760128e-06	-1.78065146335061	9.95899618024499e-10	-0.786382056332093	0.000143182190602494
Atp6ap1	-0.750194281173103	4.01665001301888e-06	-0.354533520466826	0.00230922891941249	0.395660760706277	0.00246708919039784
Fgf1	-0.948621573360575	4.01665001301888e-06	-1.21997905795569	3.3242238853092e-08	-0.271357484595117	0.0977062328106085
Crp	-1.17823479269431	4.01665001301888e-06	-0.343829797969925	0.0249742828551712	0.834404994724381	0.000236380563324471
Slc6a6	-0.720400299600553	4.12121564032246e-06	-0.899423947366581	8.58947999432634e-08	-0.179023647766029	0.112549383162253
Gm11974	2.18965522615652	4.12121564032246e-06	2.53700857561465	5.0962000152277e-08	0.34735334945813	0.1482870754972
Clu	-0.948945410036693	4.14576755318641e-06	-0.60819653551684	7.69962935235206e-05	0.340748874519853	0.0322051558109714
Prdx1	-0.786503300316159	4.24194061631026e-06	-0.0578964876176703	0.657414394420536	0.728606812698489	1.29104099285742e-05
Igf2os	-0.731069863649384	4.47047742719258e-06	-1.52546115713508	1.48281150019709e-10	-0.794391293485699	4.2267256402401e-06
Timp2	-1.06781984904134	4.47047742719258e-06	-1.23689323540754	1.46386642981488e-07	-0.169073386366205	0.348624047028477
Acly	-0.731215609927591	4.54466296266277e-06	-1.31792115466828	1.07658954394016e-09	-0.586705544740687	5.99332323037534e-05
Atp8b1	-0.74852696836022	4.54466296266277e-06	-1.33239918980233	1.12742808573879e-09	-0.583872221442113	0.000106935666679571
Ubl5	-0.781599606224674	4.55599619248002e-06	-0.705183169280022	2.80942735069955e-06	0.0764164369446516	0.567388878164243
Tmem164	-0.79043794698314	4.58044418390247e-06	-0.649620558986562	8.15819368248929e-06	0.140817387996578	0.272654347592731
Cldn1	-1.36632653718245	4.58341509176154e-06	-0.983182069934298	1.63906458973447e-05	0.383144467248151	0.104986250358557
Dag1	-0.802269413149088	4.59884686748402e-06	-0.500703810665677	0.000202202017518721	0.30156560248341	0.0230385856950252
Tgif1	1.2333812922425	4.59884686748402e-06	1.80653421092492	2.88374192184964e-09	0.573152918682421	0.00164649834176938
Idh2	-0.754614575820812	4.63348266841903e-06	-0.709793998779823	2.29836499892687e-06	0.0448205770409884	0.736180087972527
Zbtb10	0.916663167206089	4.64677003807262e-06	0.984356375038241	4.96057466207256e-07	0.0676932078321518	0.647770360519845
Acat1	-0.746802474313823	4.8164787756514e-06	-0.750394821161488	9.82090163843641e-07	-0.00359234684766513	0.98108562311176
Tpi1	-0.90454296649663	4.84895415592946e-06	-0.952133084582012	8.51319520769592e-07	-0.0475901180853822	0.763719512743218
M6pr	-0.709432636301822	5.17760726317126e-06	-0.140756656945226	0.187964044942536	0.568675979356596	6.86404290043979e-05
Gramd1b	0.834663144752213	5.2672618114146e-06	0.970958666432217	1.81447170207398e-07	0.136295521680004	0.281737038858744
Ctsb	-0.891306501238793	5.28350655646192e-06	-0.496082297800715	0.000650262996964352	0.395224203438078	0.00975669355870358
Rnf145	-0.77777088617077	5.28350655646192e-06	-0.84008838799451	4.82745026175934e-07	-0.0623175018237401	0.648479561618182
Nrcam	-0.974274056303826	5.33604697239116e-06	0.365945939759442	0.00906809001289468	1.34021999606327	1.62483620788863e-07
Nr4a1	1.72606731513649	5.38940251706152e-06	-0.766284792014148	0.0102357039129335	-2.49235210715063	1.93046859079789e-07
Impad1	-0.702745846186567	5.41276624964491e-06	-0.364658966609413	0.00139544514467799	0.338086879577154	0.00573739406477732
Slc9a9	0.911653042188781	5.41276624964491e-06	1.50538191153774	8.16083520794806e-10	0.59372886934896	0.000149230476965268
Ncam1	-0.726755039291268	5.41276624964491e-06	-0.162001834105081	0.151758975544307	0.564753205186187	9.57206591052659e-05
Pcdhb6	-1.26472102554059	5.48304521582517e-06	-0.764298731677157	0.000103016919459525	0.500422293863432	0.0274001028161275
Ptms	-0.857932936855116	5.48304521582517e-06	-0.795714627789388	3.76277123119665e-06	0.062218309065728	0.678487438067103
Trappc1	-1.07910980972731	5.50180668845921e-06	-0.647074860334647	0.000135644955860802	0.432034949392663	0.0236283829281608
Bcl6	1.60675372104445	5.50180668845921e-06	1.67513257574448	4.5667394244594e-07	0.0683788547000296	0.768509313954538
Brwd3	-0.957146156428893	5.58186114211379e-06	-0.506276581493551	0.000551697520367494	0.450869574935342	0.00839613920025821
Prps2	-0.73909486345908	5.58186114211379e-06	-0.661364853814135	3.61754703443606e-06	0.0777300096449449	0.543735568739243
Cadm1	-0.738049460010869	5.65667516751582e-06	-1.44711246069114	4.53939039149799e-10	-0.709063000680267	1.43072790841496e-05
Slc25a4	-0.875176267364373	5.82800028371031e-06	-0.623303115338918	5.76723106576933e-05	0.251873152025455	0.0809308602304851
Mtmr7	-0.708599544642691	5.96013744938646e-06	-0.88625169663278	9.71388307460136e-08	-0.177652151990089	0.130927597931921
Ndufc1	-1.07640682401218	5.98235449495008e-06	-0.582961187263393	0.000375223873900342	0.493445636748785	0.0113049716651624
Relb	1.27594746263578	5.98602761094743e-06	1.14735220883032	4.06182349207002e-06	-0.128595253805457	0.488201874804291
Parva	-0.736091154948901	6.08632284575476e-06	-0.77078905532428	9.06999332226518e-07	-0.0346979003753793	0.7980763348494
Ero1lb	-0.716311838429755	6.14396227081078e-06	-1.16964837287854	5.16144461838385e-09	-0.453336534448788	0.00071898600788736
Sesn3	-0.788646286933673	6.14396227081078e-06	-1.08587535531072	3.09273325302577e-08	-0.297229068377047	0.0302806280800315
Uhrf1bp1	0.846711297975049	6.19654888893601e-06	0.677823377220612	2.20519189088367e-05	-0.168887920754436	0.196905833471033
Lrfn5	-0.905265543398668	6.25465984557678e-06	-0.976407526914727	3.7503661813505e-07	-0.0711419835160584	0.680900353915035
Rab27a	-0.713800029757298	6.2602570967474e-06	-1.05916729001618	1.41163222415315e-08	-0.345367260258885	0.00721227278003073
Dynlrb1	-0.805987999871704	6.26454062666342e-06	-0.49976689025499	0.00023085102980233	0.306221109616714	0.026388690571003
Pigt	-0.844366394362239	6.26454062666342e-06	-0.368456072653647	0.00436001380956481	0.475910321708593	0.0021648041693742
Gapdh	-0.876740885104822	6.26454062666342e-06	-1.03182399864588	3.22267387516886e-07	-0.155083113541059	0.271471250624568
Ntrk2	-0.682166190256248	6.31620841634829e-06	-0.842968927576389	1.55405853573581e-07	-0.16080273732014	0.147685721916871
Adam10	-0.721298225954174	6.36144264108013e-06	-0.194871737713366	0.0722955545820287	0.526426488240808	0.000212190172174906
Fam46c	-1.08019059495238	6.43662194500259e-06	-0.632228155759986	0.000211948809562893	0.447962439192394	0.020669227196786
Nrip1	0.992577855420794	6.44220480429257e-06	2.26145808675271	1.49620884925865e-11	1.26888023133191	1.21484744348507e-07
Ids	-0.701860699575699	6.5171699921361e-06	-0.415808701716537	0.000522180283158814	0.286051997859162	0.0172261740896875
Adam9	-0.689516205467981	6.5548889766382e-06	-0.620993084186223	6.15879893537596e-06	0.0685231212817577	0.56455919191185
Kcnip1	0.684497411234633	6.69157001665858e-06	0.0653171486744631	0.594529126343247	-0.61918026256017	2.45635941987007e-05
Zfp704	-0.747543462376952	6.99936581812291e-06	-0.50919844456393	0.000125505972576406	0.238345017813021	0.057139468966579
Lonrf1	1.24342162513772	7.02165462509717e-06	0.940443506075601	4.59819165499695e-05	-0.302978119062119	0.0995640160414567
C1qtnf6	-1.21993218620636	7.07126040221681e-06	-0.577044769136057	0.000990031744598372	0.642887417070303	0.00560558196894958
